imageone,imagetwo,imagethree,imagefour,imagefive,imagesix,imageseven,imageeight,imagenine,imageten,imageeleven,imagetwelve,imagethirteen,imagefourteen,imagefifteen,imagesixteen,frequency,choice_image,choice_type,correct_answer,stimulus_type,condition_code,block_one.thisRepN,block_one.thisTrialN,block_one.thisN,block_one.thisIndex,fone_control_b1.thisRepN,fone_control_b1.thisTrialN,fone_control_b1.thisN,fone_control_b1.thisIndex,ftwo_control_b1.thisRepN,ftwo_control_b1.thisTrialN,ftwo_control_b1.thisN,ftwo_control_b1.thisIndex,fthree_control_b1.thisRepN,fthree_control_b1.thisTrialN,fthree_control_b1.thisN,fthree_control_b1.thisIndex,ffour_control_b1.thisRepN,ffour_control_b1.thisTrialN,ffour_control_b1.thisN,ffour_control_b1.thisIndex,block_two.thisRepN,block_two.thisTrialN,block_two.thisN,block_two.thisIndex,fone_control_b2.thisRepN,fone_control_b2.thisTrialN,fone_control_b2.thisN,fone_control_b2.thisIndex,ftwo_control_b2.thisRepN,ftwo_control_b2.thisTrialN,ftwo_control_b2.thisN,ftwo_control_b2.thisIndex,fthree_control_b2.thisRepN,fthree_control_b2.thisTrialN,fthree_control_b2.thisN,fthree_control_b2.thisIndex,ffour_control_b2.thisRepN,ffour_control_b2.thisTrialN,ffour_control_b2.thisN,ffour_control_b2.thisIndex,text.started,text.stopped,Crossm.started,Crossm.stopped,Presentation_image_f1_1.started,Presentation_image_f1_1.stopped,Presentation_image_f1_2.started,Presentation_image_f1_2.stopped,Presentation_image_f1_3.started,Presentation_image_f1_3.stopped,Presentation_image_f1_4.started,Presentation_image_f1_4.stopped,Fixation_cross.started,Fixation_cross.stopped,displayed_choice_image.started,displayed_choice_image.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,Presentation_image_f3_1.started,Presentation_image_f3_1.stopped,Presentation_image_f3_2.started,Presentation_image_f3_2.stopped,Presentation_image_f3_3.started,Presentation_image_f3_3.stopped,Presentation_image_f3_4.started,Presentation_image_f3_4.stopped,Presentation_image_f3_5.started,Presentation_image_f3_5.stopped,Presentation_image_f3_6.started,Presentation_image_f3_6.stopped,Presentation_image_f3_7.started,Presentation_image_f3_7.stopped,Presentation_image_f3_8.started,Presentation_image_f3_8.stopped,Presentation_image_f3_9.started,Presentation_image_f3_9.stopped,Presentation_image_f3_10.started,Presentation_image_f3_10.stopped,Presentation_image_f3_11.started,Presentation_image_f3_11.stopped,Presentation_image_f3_12.started,Presentation_image_f3_12.stopped,Presentation_image_f2_1.started,Presentation_image_f2_1.stopped,Presentation_image_f2_2.started,Presentation_image_f2_2.stopped,Presentation_image_f2_3.started,Presentation_image_f2_3.stopped,Presentation_image_f2_4.started,Presentation_image_f2_4.stopped,Presentation_image_f2_5.started,Presentation_image_f2_5.stopped,Presentation_image_f2_6.started,Presentation_image_f2_6.stopped,Presentation_image_f2_7.started,Presentation_image_f2_7.stopped,Presentation_image_f2_8.started,Presentation_image_f2_8.stopped,text_break.started,text_break.stopped,participant,session,date,expName,psychopyVersion,frameRate,
LZ_scrambled\LZ_scrambled_63.jpg,LZ_scrambled\LZ_scrambled_83.jpg,LZ_scrambled\LZ_scrambled_34.jpg,LZ_scrambled\LZ_scrambled_135.jpg,LZ_scrambled\LZ_scrambled_30.jpg,LZ_scrambled\LZ_scrambled_205.jpg,LZ_scrambled\LZ_scrambled_178.jpg,LZ_scrambled\LZ_scrambled_93.jpg,LZ_scrambled\LZ_scrambled_187.jpg,LZ_scrambled\LZ_scrambled_77.jpg,LZ_scrambled\LZ_scrambled_211.jpg,LZ_scrambled\LZ_scrambled_195.jpg,None,None,None,None,3,LZ_scrambled\LZ_scrambled_219.jpg,0,l,2,23,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.68686129996786,None,,,,,,,,,168.70352069998626,169.70654049998848,169.6974012000137,None,l,1,0.5808990999939851,1.0033728000125848,None,164.86441689997446,165.16883999999845,165.20402930001728,165.50874169997405,165.55831360002048,165.86378529999638,165.8573582000099,166.16158760001417,166.20409010001458,166.509145500022,166.55805880000116,166.8641807999811,166.85753799998201,167.16164619999472,167.20399140001973,167.5093138999655,167.55849460000172,167.86405390000436,167.85734689998208,168.16193429997656,168.2044602999813,168.50922639999771,168.55824480002047,None,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_natural\LZ_natural_195.jpg,LZ_natural\LZ_natural_103.jpg,LZ_natural\LZ_natural_164.jpg,LZ_natural\LZ_natural_24.jpg,LZ_natural\LZ_natural_88.jpg,LZ_natural\LZ_natural_183.jpg,LZ_natural\LZ_natural_171.jpg,LZ_natural\LZ_natural_192.jpg,None,None,None,None,None,None,None,None,2,LZ_natural\LZ_natural_164.jpg,1,a,1,12,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.28872579999734,None,,,,,,,,,175.25186419999227,176.2546813999652,176.2455359000014,None,l,0,1.6407813999685459,1.0003254000330344,None,,,,,,,,,,,,,,,,,,,,,,,,,171.31478010001592,171.76602510001976,171.80823339999188,172.25891239999328,172.30791709996993,172.75898809998762,172.80833229998825,173.25884580001002,173.30796940001892,173.7589798999834,173.80851780000376,174.25895330001367,174.3080538000213,174.75904540001648,174.80825699999696,None,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_noise\LZ_noise_15.jpg,LZ_noise\LZ_noise_17.jpg,LZ_noise\LZ_noise_164.jpg,LZ_noise\LZ_noise_42.jpg,LZ_noise\LZ_noise_222.jpg,LZ_noise\LZ_noise_209.jpg,LZ_noise\LZ_noise_177.jpg,LZ_noise\LZ_noise_204.jpg,LZ_noise\LZ_noise_133.jpg,LZ_noise\LZ_noise_221.jpg,LZ_noise\LZ_noise_131.jpg,LZ_noise\LZ_noise_57.jpg,None,None,None,None,3,LZ_noise\LZ_noise_166.jpg,0,l,3,33,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.89653139997972,None,,,,,,,,,182.9160313999746,183.92158540000673,183.91234699997585,None,l,1,0.8297462000045925,1.0024492000229657,None,179.0468142000027,179.34928630001377,179.36353279999457,179.66876570001477,179.7179265000159,180.02355529996566,180.01708000001963,180.3217125000083,180.3636269000126,180.6618768000044,180.7179040000192,181.02371779998066,181.01724339998327,181.3214950999827,181.36364850000245,181.66202150000026,181.71822360000806,182.02343090000795,182.01722350000637,182.32187380001415,182.36361379997106,182.66900809999788,182.71818009996787,None,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_scrambled\LZ_scrambled_115.jpg,LZ_scrambled\LZ_scrambled_116.jpg,LZ_scrambled\LZ_scrambled_160.jpg,LZ_scrambled\LZ_scrambled_25.jpg,None,None,None,None,None,None,None,None,None,None,None,None,1,LZ_scrambled\LZ_scrambled_194.jpg,0,l,2,21,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.75150459998986,None,185.80427989998134,186.80837109999266,186.78838400001405,187.79456880001817,187.7883662999957,188.79408760002116,188.78782819997286,None,189.77127129997825,190.7757642000215,190.75986639998155,None,l,1,0.645950999984052,1.0002967999898829,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_noise\LZ_noise_179.jpg,LZ_noise\LZ_noise_11.jpg,LZ_noise\LZ_noise_200.jpg,LZ_noise\LZ_noise_167.jpg,LZ_noise\LZ_noise_107.jpg,LZ_noise\LZ_noise_78.jpg,LZ_noise\LZ_noise_81.jpg,LZ_noise\LZ_noise_117.jpg,LZ_noise\LZ_noise_70.jpg,LZ_noise\LZ_noise_124.jpg,LZ_noise\LZ_noise_186.jpg,LZ_noise\LZ_noise_21.jpg,None,None,None,None,3,LZ_noise\LZ_noise_64.jpg,0,l,3,33,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.41427890001796,None,,,,,,,,,196.43909820000408,197.44249719998334,197.43384070001775,None,l,1,0.684413000009954,1.0031581000075676,None,192.52225470001576,192.82198339997558,192.8706013999763,193.1693438999937,193.2183539000107,193.52344600000652,193.51737730001332,193.82172999996692,193.87049190001562,194.17585960001452,194.2184438999975,194.52380640001502,194.5171739999787,194.82179770001676,194.8708220999688,195.17593540000962,195.2180987999891,195.52395369997248,195.51745819998905,195.82161859999178,195.87068719998933,196.1758150999667,196.2184247999685,None,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_natural\LZ_natural_114.jpg,LZ_natural\LZ_natural_147.jpg,LZ_natural\LZ_natural_125.jpg,LZ_natural\LZ_natural_29.jpg,LZ_natural\LZ_natural_43.jpg,LZ_natural\LZ_natural_189.jpg,LZ_natural\LZ_natural_209.jpg,LZ_natural\LZ_natural_236.jpg,LZ_natural\LZ_natural_53.jpg,LZ_natural\LZ_natural_210.jpg,LZ_natural\LZ_natural_159.jpg,LZ_natural\LZ_natural_137.jpg,None,None,None,None,3,LZ_natural\LZ_natural_149.jpg,0,l,1,13,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.1307727000094,None,,,,,,,,,203.13715759996558,204.1429630999919,204.1350488999742,None,l,1,0.7825221999664791,1.0057293999707326,None,199.2004528999678,199.50232269999105,199.54469579999568,199.84972409997135,199.8917092999909,200.19749180000508,200.1910319000017,200.49564209999517,200.54433569998946,200.84982529998524,200.89192929997807,201.19749350001803,201.19116649997886,201.49578359996667,201.544627700001,201.84981029998744,201.89225440000882,202.19739400001708,202.19095020001987,202.49538849998498,202.54467510001268,202.84985810000217,202.8920748999808,None,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_noise\LZ_noise_28.jpg,LZ_noise\LZ_noise_12.jpg,LZ_noise\LZ_noise_140.jpg,LZ_noise\LZ_noise_35.jpg,None,None,None,None,None,None,None,None,None,None,None,None,1,LZ_noise\LZ_noise_216.jpg,0,l,3,31,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.92889959999593,None,205.96666530001676,206.96858009998687,206.9550903000054,207.9546304999967,207.9546304999967,208.95466739998665,208.95466739998665,None,209.94285419996595,210.9485639000195,210.94066179997753,None,l,1,0.5450649000122212,1.0046651999582537,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_natural\LZ_natural_106.jpg,LZ_natural\LZ_natural_140.jpg,LZ_natural\LZ_natural_182.jpg,LZ_natural\LZ_natural_117.jpg,LZ_natural\LZ_natural_60.jpg,LZ_natural\LZ_natural_44.jpg,LZ_natural\LZ_natural_123.jpg,LZ_natural\LZ_natural_64.jpg,None,None,None,None,None,None,None,None,2,LZ_natural\LZ_natural_16.jpg,0,l,1,12,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.5002573999809,None,,,,,,,,,216.45913919998566,217.4625195999979,217.454362199991,None,l,1,0.7830395000055432,1.0009987999801524,None,,,,,,,,,,,,,,,,,,,,,,,,,212.54373879998457,212.99585539998952,213.03816669998923,213.48870829999214,213.53791569999885,213.9886510000215,214.03803220001282,214.48851830000058,214.5379244000069,214.98856009996962,215.03816050000023,215.48846269998467,215.53822220000438,215.98870190000162,216.0381571999751,None,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_natural\LZ_natural_222.jpg,LZ_natural\LZ_natural_61.jpg,LZ_natural\LZ_natural_9.jpg,LZ_natural\LZ_natural_228.jpg,LZ_natural\LZ_natural_227.jpg,LZ_natural\LZ_natural_132.jpg,LZ_natural\LZ_natural_225.jpg,LZ_natural\LZ_natural_23.jpg,LZ_natural\LZ_natural_111.jpg,LZ_natural\LZ_natural_86.jpg,LZ_natural\LZ_natural_134.jpg,LZ_natural\LZ_natural_77.jpg,None,None,None,None,3,LZ_natural\LZ_natural_134.jpg,1,a,1,13,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.24951140000485,None,,,,,,,,,223.25518829998327,224.26195539999753,224.25346450001234,None,a,1,1.1453359000151977,1.0060635000118054,None,219.29861140000867,219.59964109997964,219.64209009998012,219.94682720000856,219.99594579997938,220.3013797000167,220.2949621999869,220.599898400018,220.64192319998983,220.940194899973,220.9965605000034,221.3015696000075,221.29529280000133,221.60016749997158,221.64211020001676,221.94719460001215,221.99629899999127,222.30158570001367,222.29521740000928,222.60013909998816,222.6423396000173,222.94744060002267,222.99633140000515,None,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_natural\LZ_natural_31.jpg,LZ_natural\LZ_natural_214.jpg,LZ_natural\LZ_natural_96.jpg,LZ_natural\LZ_natural_92.jpg,None,None,None,None,None,None,None,None,None,None,None,None,1,LZ_natural\LZ_natural_31.jpg,1,a,1,11,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.41249449999304,None,226.43412890000036,227.4340640999726,227.42732929997146,228.42683259997284,228.42683259997284,229.42674029996851,229.42674029996851,None,230.42473749996861,231.42911409999942,231.42006849998143,None,a,1,0.7616063999594189,1.0033527999767102,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_natural\LZ_natural_229.jpg,LZ_natural\LZ_natural_66.jpg,LZ_natural\LZ_natural_163.jpg,LZ_natural\LZ_natural_188.jpg,None,None,None,None,None,None,None,None,None,None,None,None,1,LZ_natural\LZ_natural_163.jpg,1,a,1,11,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.19344170001568,None,233.22292009997182,234.225469099998,234.21935269999085,235.21868310001446,235.21868310001446,236.2189486999996,236.2189486999996,None,237.19854929996654,238.20012729999144,238.19092640001327,None,a,1,1.8070656000054441,1.0000826000468805,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_noise\LZ_noise_89.jpg,LZ_noise\LZ_noise_115.jpg,LZ_noise\LZ_noise_129.jpg,LZ_noise\LZ_noise_212.jpg,None,None,None,None,None,None,None,None,None,None,None,None,1,LZ_noise\LZ_noise_89.jpg,1,a,3,31,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.01366789999884,None,241.05699929996626,242.05892939999467,242.0458362000063,243.0454273999785,243.0454273999785,244.04538279998815,244.04538279998815,None,245.01910299999872,246.02600939996773,246.01751299999887,None,a,1,0.9245782000361942,1.0056587999570183,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_noise\LZ_noise_9.jpg,LZ_noise\LZ_noise_233.jpg,LZ_noise\LZ_noise_26.jpg,LZ_noise\LZ_noise_34.jpg,None,None,None,None,None,None,None,None,None,None,None,None,1,LZ_noise\LZ_noise_162.jpg,0,l,3,31,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.95221760001732,None,247.99081799999112,248.98951519996626,248.9830604000017,249.9829811999807,249.9829811999807,250.98298219998833,250.98298219998833,None,251.966256899992,252.9709898000001,252.96204159996705,None,a,0,1.044561300019268,1.0012199000339024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_natural\LZ_natural_82.jpg,LZ_natural\LZ_natural_1.jpg,LZ_natural\LZ_natural_54.jpg,LZ_natural\LZ_natural_231.jpg,LZ_natural\LZ_natural_208.jpg,LZ_natural\LZ_natural_170.jpg,LZ_natural\LZ_natural_233.jpg,LZ_natural\LZ_natural_40.jpg,None,None,None,None,None,None,None,None,2,LZ_natural\LZ_natural_138.jpg,0,l,1,12,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.01739900000393,None,,,,,,,,,258.9706148999976,259.97794239997165,259.96923599997535,None,l,1,0.9410691999946721,1.006225400022231,None,,,,,,,,,,,,,,,,,,,,,,,,,255.0825108999852,255.5311943999841,255.57336609996855,256.0240442000213,256.07302900002105,256.52407330001006,256.5733795000124,257.02387259999523,257.07339229999343,257.52412509999704,257.5730956000043,258.0239511000109,258.0731679999735,258.5242928999942,258.5801016999758,None,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_scrambled\LZ_scrambled_16.jpg,LZ_scrambled\LZ_scrambled_51.jpg,LZ_scrambled\LZ_scrambled_5.jpg,LZ_scrambled\LZ_scrambled_196.jpg,LZ_scrambled\LZ_scrambled_28.jpg,LZ_scrambled\LZ_scrambled_56.jpg,LZ_scrambled\LZ_scrambled_221.jpg,LZ_scrambled\LZ_scrambled_3.jpg,LZ_scrambled\LZ_scrambled_88.jpg,LZ_scrambled\LZ_scrambled_61.jpg,LZ_scrambled\LZ_scrambled_114.jpg,LZ_scrambled\LZ_scrambled_192.jpg,None,None,None,None,3,LZ_scrambled\LZ_scrambled_69.jpg,0,l,2,23,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.92675679997774,None,,,,,,,,,265.9401431999868,266.9433016999974,266.93487970001297,None,a,0,1.5672526000416838,1.0052420000429265,None,262.2549133999855,262.55880319996504,262.58724389999406,262.89231440000003,262.93458689999534,263.23992869997164,263.23992869997164,263.5448157999781,263.58717850001995,263.8920863000094,263.93491259997245,264.23993490001885,264.23993490001885,264.54506689996924,264.587538999971,264.89202039997326,264.93482439999934,265.24007980001625,265.24007980001625,265.544829499966,265.5875895000063,265.8924508999917,None,None,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_natural\LZ_natural_186.jpg,LZ_natural\LZ_natural_20.jpg,LZ_natural\LZ_natural_124.jpg,LZ_natural\LZ_natural_178.jpg,LZ_natural\LZ_natural_175.jpg,LZ_natural\LZ_natural_239.jpg,LZ_natural\LZ_natural_118.jpg,LZ_natural\LZ_natural_193.jpg,None,None,None,None,None,None,None,None,2,LZ_natural\LZ_natural_64.jpg,0,l,1,12,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.5153872999945,None,,,,,,,,,273.4765360999736,274.4779487000196,274.4624802999897,None,a,0,1.5515019000158645,0.9997342000133358,None,,,,,,,,,,,,,,,,,,,,,,,,,269.55242319998797,270.00332109996816,270.0456125999917,270.49644469999475,270.5453100000159,270.99634070001775,271.0454406000208,271.49640980002005,271.5455092000193,271.9967222000123,272.04585649998626,272.496306999994,272.5456460000132,272.996213299979,273.04544000001624,None,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_scrambled\LZ_scrambled_183.jpg,LZ_scrambled\LZ_scrambled_132.jpg,LZ_scrambled\LZ_scrambled_137.jpg,LZ_scrambled\LZ_scrambled_2.jpg,LZ_scrambled\LZ_scrambled_182.jpg,LZ_scrambled\LZ_scrambled_171.jpg,LZ_scrambled\LZ_scrambled_81.jpg,LZ_scrambled\LZ_scrambled_20.jpg,None,None,None,None,None,None,None,None,2,LZ_scrambled\LZ_scrambled_171.jpg,1,a,2,22,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.0286534000188,None,,,,,,,,,280.9943615999655,281.9991190999863,281.9904685000074,None,a,1,0.9995567000005394,1.0025552000734024,None,,,,,,,,,,,,,,,,,,,,,,,,,277.2430740999989,277.6978492999915,277.7332681000116,278.1838741999818,278.23315390001517,278.6838143999921,278.7331798999803,279.18391010002233,279.2335060000187,279.6841920000152,279.7337165999925,280.1839199999813,280.2331633999711,280.68422649998683,280.73345280002104,None,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_scrambled\LZ_scrambled_76.jpg,LZ_scrambled\LZ_scrambled_42.jpg,LZ_scrambled\LZ_scrambled_122.jpg,LZ_scrambled\LZ_scrambled_148.jpg,LZ_scrambled\LZ_scrambled_136.jpg,LZ_scrambled\LZ_scrambled_10.jpg,LZ_scrambled\LZ_scrambled_19.jpg,LZ_scrambled\LZ_scrambled_201.jpg,None,None,None,None,None,None,None,None,2,LZ_scrambled\LZ_scrambled_202.jpg,0,l,2,22,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.0003644999815,None,,,,,,,,,287.9756099000224,288.9780147999991,288.96980959997745,None,l,1,2.4595263000228442,1.0047954000183381,None,,,,,,,,,,,,,,,,,,,,,,,,,284.14297330001136,284.59404970001196,284.6363499999861,285.08719890000066,285.1361264999723,285.5871323000174,285.6363815999939,286.0868657999672,286.1364999000216,286.58660229999805,286.63651889999164,287.0871964999824,287.136692399974,287.58685219998006,287.636161500006,None,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_noise\LZ_noise_203.jpg,LZ_noise\LZ_noise_234.jpg,LZ_noise\LZ_noise_76.jpg,LZ_noise\LZ_noise_29.jpg,None,None,None,None,None,None,None,None,None,None,None,None,1,LZ_noise\LZ_noise_204.jpg,0,l,3,31,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.43974689999595,None,292.4799928999855,293.4834931999794,293.4767767000012,294.47664539999096,294.47664539999096,295.47647160000633,295.47647160000633,None,296.4462225000025,297.451166999992,297.44175749999704,None,l,1,0.9078295000363141,1.0046202999656089,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_natural\LZ_natural_42.jpg,LZ_natural\LZ_natural_190.jpg,LZ_natural\LZ_natural_85.jpg,LZ_natural\LZ_natural_128.jpg,LZ_natural\LZ_natural_19.jpg,LZ_natural\LZ_natural_12.jpg,LZ_natural\LZ_natural_213.jpg,LZ_natural\LZ_natural_94.jpg,None,None,None,None,None,None,None,None,2,LZ_natural\LZ_natural_45.jpg,0,l,1,12,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.36423349997494,None,,,,,,,,,303.3184637000086,304.3253306999686,304.3170867000008,None,l,1,0.7765745000215247,1.0065444000065327,None,,,,,,,,,,,,,,,,,,,,,,,,,299.43164979998255,299.88573729997734,299.90683539997553,300.3579608,300.4069931000122,300.8582061000052,300.90706719999434,301.3580914000049,301.40685299999313,301.85787479998544,301.90701439999975,302.35810610000044,302.4070683000027,302.85803260002285,302.90706180001143,None,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_noise\LZ_noise_240.jpg,LZ_noise\LZ_noise_216.jpg,LZ_noise\LZ_noise_211.jpg,LZ_noise\LZ_noise_93.jpg,LZ_noise\LZ_noise_225.jpg,LZ_noise\LZ_noise_38.jpg,LZ_noise\LZ_noise_67.jpg,LZ_noise\LZ_noise_122.jpg,LZ_noise\LZ_noise_198.jpg,LZ_noise\LZ_noise_143.jpg,LZ_noise\LZ_noise_132.jpg,LZ_noise\LZ_noise_23.jpg,None,None,None,None,3,LZ_noise\LZ_noise_71.jpg,0,l,3,33,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.10377270000754,None,,,,,,,,,310.11589499999536,311.1183292000205,311.1087289999705,None,l,1,0.9931071000173688,1.0031928000389598,None,306.224562999967,306.5247893999913,306.53918500000145,306.84432319999905,306.88650540000526,307.1919208000181,307.1919208000181,307.49705629999517,307.5393702000147,307.8442213999806,307.8866710999864,308.1917372000171,308.1917372000171,308.4972806000151,308.539060399984,308.84433980000904,308.8866247999831,309.1919128000154,309.1919128000154,309.4971788999974,309.53910250001354,309.8445506999851,309.88626250001835,None,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_natural\LZ_natural_191.jpg,LZ_natural\LZ_natural_97.jpg,LZ_natural\LZ_natural_37.jpg,LZ_natural\LZ_natural_110.jpg,LZ_natural\LZ_natural_174.jpg,LZ_natural\LZ_natural_99.jpg,LZ_natural\LZ_natural_58.jpg,LZ_natural\LZ_natural_224.jpg,LZ_natural\LZ_natural_121.jpg,LZ_natural\LZ_natural_230.jpg,LZ_natural\LZ_natural_211.jpg,LZ_natural\LZ_natural_154.jpg,None,None,None,None,3,LZ_natural\LZ_natural_110.jpg,1,a,1,13,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.1116076000035,None,,,,,,,,,317.11780309997266,318.12336959998356,318.1156796999858,None,l,0,1.2344484000350349,1.0051164999604225,None,313.17652550002094,313.4763381999801,313.51848899998004,313.82332939998014,313.86535819998244,314.17129889997886,314.1648918999708,314.4691613999894,314.5183377999929,314.8233527999837,314.86520729999756,315.1708948999876,315.1644745999947,315.4692448999849,315.51850349997403,315.82328539999435,315.8651263000211,316.1644280999899,316.1644280999899,316.4695255999686,316.51851919997716,316.82331130001694,316.8653989000013,None,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_natural\LZ_natural_113.jpg,LZ_natural\LZ_natural_127.jpg,LZ_natural\LZ_natural_144.jpg,LZ_natural\LZ_natural_102.jpg,LZ_natural\LZ_natural_220.jpg,LZ_natural\LZ_natural_176.jpg,LZ_natural\LZ_natural_10.jpg,LZ_natural\LZ_natural_218.jpg,None,None,None,None,None,None,None,None,2,LZ_natural\LZ_natural_220.jpg,1,a,1,12,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.3644716999843,None,,,,,,,,,324.31747209996684,325.31978919997346,325.3102995000081,None,l,0,1.0160389000084251,1.0004064998938702,None,,,,,,,,,,,,,,,,,,,,,,,,,320.40241320000496,320.85144589998526,320.8936394000193,321.34427070000675,321.3934065999929,321.84437369997613,321.8933545000036,322.3442318000016,322.393421899993,322.8445999000105,322.89375489996746,323.3443649999681,323.3936960999854,323.8441744999727,323.89341159997275,None,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
LZ_scrambled\LZ_scrambled_110.jpg,LZ_scrambled\LZ_scrambled_227.jpg,LZ_scrambled\LZ_scrambled_109.jpg,LZ_scrambled\LZ_scrambled_232.jpg,None,None,None,None,None,None,None,None,None,None,None,None,1,LZ_scrambled\LZ_scrambled_99.jpg,0,l,2,21,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.339557099971,None,327.40593269997044,328.40720409998903,328.40137129998766,329.40095789998304,329.40095789998304,330.4010154000134,330.4010154000134,None,331.3726488999673,332.3741226000129,332.36582000000635,None,l,1,0.7118679999839514,1.0044850000413135,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_17_1752,new_STLI_updated,2020.2.10,143.90911861214985,
