imageone,imagetwo,imagethree,imagefour,imagefive,imagesix,imageseven,imageeight,imagenine,imageten,imageeleven,imagetwelve,imagethirteen,imagefourteen,imagefifteen,imagesixteen,frequency,choice_image,choice_type,correct_answer,stimulus_type,condition_code,block_one.thisRepN,block_one.thisTrialN,block_one.thisN,block_one.thisIndex,fone_control_b1.thisRepN,fone_control_b1.thisTrialN,fone_control_b1.thisN,fone_control_b1.thisIndex,ftwo_control_b1.thisRepN,ftwo_control_b1.thisTrialN,ftwo_control_b1.thisN,ftwo_control_b1.thisIndex,fthree_control_b1.thisRepN,fthree_control_b1.thisTrialN,fthree_control_b1.thisN,fthree_control_b1.thisIndex,block_two.thisRepN,block_two.thisTrialN,block_two.thisN,block_two.thisIndex,fone_control_b2.thisRepN,fone_control_b2.thisTrialN,fone_control_b2.thisN,fone_control_b2.thisIndex,text.started,text.stopped,Crossm.started,Crossm.stopped,Presentation_image_f1_1.started,Presentation_image_f1_1.stopped,Presentation_image_f1_2.started,Presentation_image_f1_2.stopped,Presentation_image_f1_3.started,Presentation_image_f1_3.stopped,Presentation_image_f1_4.started,Presentation_image_f1_4.stopped,Fixation_cross.started,Fixation_cross.stopped,displayed_choice_image.started,displayed_choice_image.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,Presentation_image_f2_1.started,Presentation_image_f2_1.stopped,Presentation_image_f2_2.started,Presentation_image_f2_2.stopped,Presentation_image_f2_3.started,Presentation_image_f2_3.stopped,Presentation_image_f2_4.started,Presentation_image_f2_4.stopped,Presentation_image_f2_5.started,Presentation_image_f2_5.stopped,Presentation_image_f2_6.started,Presentation_image_f2_6.stopped,Presentation_image_f2_7.started,Presentation_image_f2_7.stopped,Presentation_image_f2_8.started,Presentation_image_f2_8.stopped,Presentation_image_f3_1.started,Presentation_image_f3_1.stopped,Presentation_image_f3_2.started,Presentation_image_f3_2.stopped,Presentation_image_f3_3.started,Presentation_image_f3_3.stopped,Presentation_image_f3_4.started,Presentation_image_f3_4.stopped,Presentation_image_f3_5.started,Presentation_image_f3_5.stopped,Presentation_image_f3_6.started,Presentation_image_f3_6.stopped,Presentation_image_f3_7.started,Presentation_image_f3_7.stopped,Presentation_image_f3_8.started,Presentation_image_f3_8.stopped,Presentation_image_f3_9.started,Presentation_image_f3_9.stopped,Presentation_image_f3_10.started,Presentation_image_f3_10.stopped,Presentation_image_f3_11.started,Presentation_image_f3_11.stopped,Presentation_image_f3_12.started,Presentation_image_f3_12.stopped,perf_review_accuracyval.started,perf_review_accuracyval.stopped,perf_key_resp_3.keys,perf_key_resp_3.rt,perf_key_resp_3.started,perf_key_resp_3.stopped,text_3.started,text_3.stopped,text_break.started,text_break.stopped,participant,session,date,expName,psychopyVersion,frameRate,
LZ_natural\LZ_natural_5.jpg,LZ_natural\LZ_natural_216.jpg,LZ_natural\LZ_natural_12.jpg,LZ_natural\LZ_natural_146.jpg,LZ_natural\LZ_natural_32.jpg,LZ_natural\LZ_natural_138.jpg,LZ_natural\LZ_natural_28.jpg,LZ_natural\LZ_natural_6.jpg,LZ_natural\LZ_natural_219.jpg,LZ_natural\LZ_natural_201.jpg,LZ_natural\LZ_natural_72.jpg,LZ_natural\LZ_natural_228.jpg,None,None,None,None,3,LZ_natural\LZ_natural_171.jpg,0,l,1,13,0,14,14,14,,,,,,,,,0,0,0,0,,,,,,,,,,,114.58948389999568,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.62369209999451,115.92389269999694,115.95723309999448,116.25752909999574,116.30754929999239,116.6079150000005,116.6079150000005,116.90805080000428,116.95932570000878,117.25834369999939,117.30838100000983,117.60859750001691,117.60859750001691,117.9088683000009,117.95890660001896,118.25916680000955,118.30916910001542,118.60946669999976,118.60946669999976,118.90970370001742,118.95976810000138,119.2599897000182,119.31000960001256,None,,,,,,,,,,,,001,2020_Dec_16_1605,new_STLI_practise,2020.2.10,59.96156464455615,
LZ_natural\LZ_natural_5.jpg,LZ_natural\LZ_natural_216.jpg,LZ_natural\LZ_natural_12.jpg,LZ_natural\LZ_natural_146.jpg,LZ_natural\LZ_natural_32.jpg,LZ_natural\LZ_natural_138.jpg,LZ_natural\LZ_natural_28.jpg,LZ_natural\LZ_natural_6.jpg,LZ_natural\LZ_natural_219.jpg,LZ_natural\LZ_natural_201.jpg,LZ_natural\LZ_natural_72.jpg,LZ_natural\LZ_natural_228.jpg,None,None,None,None,3,LZ_natural\LZ_natural_171.jpg,0,l,1,13,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.62698480000836,120.62779739999678,120.61111709999386,None,l,1,0.2628670000121929,1.010551219980698,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_16_1605,new_STLI_practise,2020.2.10,59.96156464455615,
LZ_natural\LZ_natural_184.jpg,LZ_natural\LZ_natural_120.jpg,LZ_natural\LZ_natural_161.jpg,LZ_natural\LZ_natural_133.jpg,LZ_natural\LZ_natural_53.jpg,LZ_natural\LZ_natural_71.jpg,LZ_natural\LZ_natural_37.jpg,LZ_natural\LZ_natural_149.jpg,LZ_natural\LZ_natural_132.jpg,LZ_natural\LZ_natural_101.jpg,LZ_natural\LZ_natural_56.jpg,LZ_natural\LZ_natural_54.jpg,None,None,None,None,3,LZ_natural\LZ_natural_100.jpg,0,l,1,13,0,15,15,15,,,,,,,,,0,0,0,0,,,,,,,,,,,120.89466429999447,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.92884259999846,122.22908419999294,122.26245470001595,122.56272610000451,122.61277760000667,122.91306550000445,122.91306550000445,123.21469710001838,123.26326110001537,123.56353839999065,123.613574899995,123.91381299999193,123.91381299999193,124.21405450001475,124.26408759999322,124.56433260001359,124.61436800000956,124.9146233999927,124.9146233999927,125.21486380000715,125.26490710000508,125.56512260000454,125.6151952999935,None,,,,,,,,,,,,001,2020_Dec_16_1605,new_STLI_practise,2020.2.10,59.96156464455615,
LZ_natural\LZ_natural_184.jpg,LZ_natural\LZ_natural_120.jpg,LZ_natural\LZ_natural_161.jpg,LZ_natural\LZ_natural_133.jpg,LZ_natural\LZ_natural_53.jpg,LZ_natural\LZ_natural_71.jpg,LZ_natural\LZ_natural_37.jpg,LZ_natural\LZ_natural_149.jpg,LZ_natural\LZ_natural_132.jpg,LZ_natural\LZ_natural_101.jpg,LZ_natural\LZ_natural_56.jpg,LZ_natural\LZ_natural_54.jpg,None,None,None,None,3,LZ_natural\LZ_natural_100.jpg,0,l,1,13,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.94883900001878,126.9496378999902,126.93294140000944,None,l,1,0.1578297000087332,1.0107508200162556,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_16_1605,new_STLI_practise,2020.2.10,59.96156464455615,
LZ_natural\LZ_natural_126.jpg,LZ_natural\LZ_natural_17.jpg,LZ_natural\LZ_natural_239.jpg,LZ_natural\LZ_natural_107.jpg,LZ_natural\LZ_natural_169.jpg,LZ_natural\LZ_natural_188.jpg,LZ_natural\LZ_natural_115.jpg,LZ_natural\LZ_natural_176.jpg,LZ_natural\LZ_natural_153.jpg,LZ_natural\LZ_natural_4.jpg,LZ_natural\LZ_natural_36.jpg,LZ_natural\LZ_natural_67.jpg,None,None,None,None,3,LZ_natural\LZ_natural_178.jpg,0,l,1,13,0,16,16,16,,,,,,,,,0,0,0,0,,,,,,,,,,,127.11645249999128,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.15056830001413,128.45089680000092,128.48420050001005,128.78446280001663,128.83456630000728,129.1347967000038,129.1347967000038,129.4364167000167,129.48502890000236,129.78528129999177,129.83532959999866,130.1355956000043,130.11888290001662,130.41915200001677,130.4691970999993,130.76945769999293,130.81948130001547,131.11974799999734,131.11974799999734,131.4199382000079,131.46997860001284,131.77023480000207,131.82024440000532,None,,,,,,,,,,,,001,2020_Dec_16_1605,new_STLI_practise,2020.2.10,59.96156464455615,
LZ_natural\LZ_natural_126.jpg,LZ_natural\LZ_natural_17.jpg,LZ_natural\LZ_natural_239.jpg,LZ_natural\LZ_natural_107.jpg,LZ_natural\LZ_natural_169.jpg,LZ_natural\LZ_natural_188.jpg,LZ_natural\LZ_natural_115.jpg,LZ_natural\LZ_natural_176.jpg,LZ_natural\LZ_natural_153.jpg,LZ_natural\LZ_natural_4.jpg,LZ_natural\LZ_natural_36.jpg,LZ_natural\LZ_natural_67.jpg,None,None,None,None,3,LZ_natural\LZ_natural_178.jpg,0,l,1,13,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.15389889999642,133.15471350000007,133.13807079999242,None,l,1,0.952665299992077,1.0019759199931286,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_16_1605,new_STLI_practise,2020.2.10,59.96156464455615,
LZ_natural\LZ_natural_129.jpg,LZ_natural\LZ_natural_10.jpg,LZ_natural\LZ_natural_137.jpg,LZ_natural\LZ_natural_222.jpg,LZ_natural\LZ_natural_174.jpg,LZ_natural\LZ_natural_213.jpg,LZ_natural\LZ_natural_224.jpg,LZ_natural\LZ_natural_85.jpg,LZ_natural\LZ_natural_240.jpg,LZ_natural\LZ_natural_87.jpg,LZ_natural\LZ_natural_45.jpg,LZ_natural\LZ_natural_214.jpg,None,None,None,None,3,LZ_natural\LZ_natural_28.jpg,0,l,1,13,0,17,17,17,,,,,,,,,0,0,0,0,,,,,,,,,,,134.12218949999078,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.1563490999979,135.4566240000131,135.4900859000045,135.79023460001918,135.8416048999934,136.15720010001678,136.14045470001292,136.4407482999959,136.49077370000305,136.7910472000076,136.84106050000992,137.1413300000131,137.1413300000131,137.44154230001732,137.49161009999807,137.79187439999077,137.84188829999766,138.14214229999925,138.14214229999925,138.44239390001167,138.4924227000156,138.7926730000181,138.8427658000146,None,,,,,,,,,,,,001,2020_Dec_16_1605,new_STLI_practise,2020.2.10,59.96156464455615,
LZ_natural\LZ_natural_129.jpg,LZ_natural\LZ_natural_10.jpg,LZ_natural\LZ_natural_137.jpg,LZ_natural\LZ_natural_222.jpg,LZ_natural\LZ_natural_174.jpg,LZ_natural\LZ_natural_213.jpg,LZ_natural\LZ_natural_224.jpg,LZ_natural\LZ_natural_85.jpg,LZ_natural\LZ_natural_240.jpg,LZ_natural\LZ_natural_87.jpg,LZ_natural\LZ_natural_45.jpg,LZ_natural\LZ_natural_214.jpg,None,None,None,None,3,LZ_natural\LZ_natural_28.jpg,0,l,1,13,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.17633770001703,140.17715130001307,140.1604578999977,None,l,1,1.148475599999074,1.0077479199972004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Dec_16_1605,new_STLI_practise,2020.2.10,59.96156464455615,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.3614579999994,None,space,2.9202856000047177,141.3614579999994,None,,,,,,001,2020_Dec_16_1605,new_STLI_practise,2020.2.10,59.96156464455615,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.01611430000048,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.3614579999994,None,144.31387169999653,None,,,,,,,
