imageTL,imageBL,imageTR,imageBR,correct_answer
C:\LZ\final_scrambled\scrambled_128.jpg, C:\LZ\final_scrambled\scrambled_73.jpg, C:\LZ\final_scrambled\scrambled_200.jpg, C:\LZ\final_scrambled\scrambled_165.jpg,     z
C:\LZ\final_scrambled\scrambled_190.jpg, C:\LZ\final_scrambled\scrambled_44.jpg, C:\LZ\final_scrambled\scrambled_76.jpg, C:\LZ\final_scrambled\scrambled_123.jpg,     k
C:\LZ\natural\natural_78.jpg, C:\LZ\natural\natural_132.jpg, C:\LZ\natural\natural_233.jpg, C:\LZ\natural\natural_207.jpg,     z
C:\LZ\natural\natural_227.jpg, C:\LZ\natural\natural_66.jpg, C:\LZ\natural\natural_109.jpg, C:\LZ\natural\natural_218.jpg,     k
C:\LZ\natural\natural_214.jpg, C:\LZ\natural\natural_39.jpg, C:\LZ\natural\natural_183.jpg, C:\LZ\natural\natural_91.jpg,     a
C:\LZ\final_scrambled\scrambled_71.jpg, C:\LZ\final_scrambled\scrambled_44.jpg, C:\LZ\final_scrambled\scrambled_172.jpg, C:\LZ\final_scrambled\scrambled_115.jpg,     k
C:\LZ\noise\noise_82.jpg, C:\LZ\noise\noise_115.jpg, C:\LZ\noise\noise_84.jpg, C:\LZ\noise\noise_222.jpg,     z
C:\LZ\final_scrambled\scrambled_112.jpg, C:\LZ\final_scrambled\scrambled_180.jpg, C:\LZ\final_scrambled\scrambled_26.jpg, C:\LZ\final_scrambled\scrambled_145.jpg,     a
C:\LZ\noise\noise_40.jpg, C:\LZ\noise\noise_97.jpg, C:\LZ\noise\noise_73.jpg, C:\LZ\noise\noise_50.jpg,     z
C:\LZ\noise\noise_139.jpg, C:\LZ\noise\noise_207.jpg, C:\LZ\noise\noise_136.jpg, C:\LZ\noise\noise_112.jpg,     a
C:\LZ\final_scrambled\scrambled_1.jpg, C:\LZ\final_scrambled\scrambled_77.jpg, C:\LZ\final_scrambled\scrambled_35.jpg, C:\LZ\final_scrambled\scrambled_95.jpg,     m
C:\LZ\final_scrambled\scrambled_79.jpg, C:\LZ\final_scrambled\scrambled_90.jpg, C:\LZ\final_scrambled\scrambled_121.jpg, C:\LZ\final_scrambled\scrambled_97.jpg,     a
C:\LZ\final_scrambled\scrambled_225.jpg, C:\LZ\final_scrambled\scrambled_13.jpg, C:\LZ\final_scrambled\scrambled_2.jpg, C:\LZ\final_scrambled\scrambled_19.jpg,     m
C:\LZ\noise\noise_83.jpg, C:\LZ\noise\noise_223.jpg, C:\LZ\noise\noise_79.jpg, C:\LZ\noise\noise_46.jpg,     a
C:\LZ\noise\noise_178.jpg, C:\LZ\noise\noise_122.jpg, C:\LZ\noise\noise_239.jpg, C:\LZ\noise\noise_59.jpg,     m
C:\LZ\noise\noise_71.jpg, C:\LZ\noise\noise_202.jpg, C:\LZ\noise\noise_98.jpg, C:\LZ\noise\noise_166.jpg,     m
C:\LZ\noise\noise_19.jpg, C:\LZ\noise\noise_48.jpg, C:\LZ\noise\noise_89.jpg, C:\LZ\noise\noise_236.jpg,     m
C:\LZ\final_scrambled\scrambled_75.jpg, C:\LZ\final_scrambled\scrambled_222.jpg, C:\LZ\final_scrambled\scrambled_225.jpg, C:\LZ\final_scrambled\scrambled_92.jpg,     k
C:\LZ\noise\noise_214.jpg, C:\LZ\noise\noise_211.jpg, C:\LZ\noise\noise_59.jpg, C:\LZ\noise\noise_116.jpg,     z
C:\LZ\noise\noise_209.jpg, C:\LZ\noise\noise_202.jpg, C:\LZ\noise\noise_130.jpg, C:\LZ\noise\noise_24.jpg,     z
