imageone,imagetwo,imagethree,imagefour,frequency,imageTL,imageBL,imageTR,imageBR,correct_answer
LZ_noise\scrambled_135.jpg, LZ_noise\scrambled_11.jpg, LZ_noise\scrambled_27.jpg, LZ_noise\scrambled_204.jpg,     2, LZ_noise\scrambled_135.jpg, LZ_noise\scrambled_94.jpg, LZ_noise\scrambled_124.jpg, LZ_noise\scrambled_102.jpg,     a
LZ_natural\LZ_natural_12.jpg, LZ_natural\LZ_natural_93.jpg, LZ_natural\LZ_natural_27.jpg, LZ_natural\LZ_natural_184.jpg,     2, LZ_natural\LZ_natural_217.jpg, LZ_natural\LZ_natural_110.jpg, LZ_natural\LZ_natural_160.jpg, LZ_natural\LZ_natural_184.jpg,     m
LZ_noise\scrambled_143.jpg, LZ_noise\scrambled_90.jpg, LZ_noise\scrambled_138.jpg, LZ_noise\scrambled_81.jpg,     2, LZ_noise\scrambled_166.jpg, LZ_noise\scrambled_12.jpg, LZ_noise\scrambled_187.jpg, LZ_noise\scrambled_81.jpg,     m
LZ_natural\LZ_natural_113.jpg, LZ_natural\LZ_natural_125.jpg, LZ_natural\LZ_natural_14.jpg, LZ_natural\LZ_natural_81.jpg,     1, LZ_natural\LZ_natural_43.jpg, LZ_natural\LZ_natural_125.jpg, LZ_natural\LZ_natural_179.jpg, LZ_natural\LZ_natural_192.jpg,     z
LZ_natural\LZ_natural_99.jpg, LZ_natural\LZ_natural_92.jpg, LZ_natural\LZ_natural_222.jpg, LZ_natural\LZ_natural_21.jpg,     2, LZ_natural\LZ_natural_99.jpg, LZ_natural\LZ_natural_135.jpg, LZ_natural\LZ_natural_91.jpg, LZ_natural\LZ_natural_134.jpg,     a
LZ_scrambled\scrambled_150.jpg, LZ_scrambled\scrambled_1.jpg, LZ_scrambled\scrambled_11.jpg, LZ_scrambled\scrambled_184.jpg,     2, LZ_scrambled\scrambled_64.jpg, LZ_scrambled\scrambled_52.jpg, LZ_scrambled\scrambled_11.jpg, LZ_scrambled\scrambled_237.jpg,     k
LZ_noise\scrambled_211.jpg, LZ_noise\scrambled_173.jpg, LZ_noise\scrambled_33.jpg, LZ_noise\scrambled_145.jpg,     3, LZ_noise\scrambled_27.jpg, LZ_noise\scrambled_206.jpg, LZ_noise\scrambled_144.jpg, LZ_noise\scrambled_145.jpg,     m
LZ_scrambled\scrambled_39.jpg, LZ_scrambled\scrambled_20.jpg, LZ_scrambled\scrambled_156.jpg, LZ_scrambled\scrambled_47.jpg,     3, LZ_scrambled\scrambled_8.jpg, LZ_scrambled\scrambled_194.jpg, LZ_scrambled\scrambled_156.jpg, LZ_scrambled\scrambled_150.jpg,     k
LZ_natural\LZ_natural_65.jpg, LZ_natural\LZ_natural_30.jpg, LZ_natural\LZ_natural_62.jpg, LZ_natural\LZ_natural_200.jpg,     1, LZ_natural\LZ_natural_208.jpg, LZ_natural\LZ_natural_30.jpg, LZ_natural\LZ_natural_14.jpg, LZ_natural\LZ_natural_26.jpg,     z
LZ_natural\LZ_natural_162.jpg, LZ_natural\LZ_natural_214.jpg, LZ_natural\LZ_natural_141.jpg, LZ_natural\LZ_natural_158.jpg,     1, LZ_natural\LZ_natural_77.jpg, LZ_natural\LZ_natural_96.jpg, LZ_natural\LZ_natural_141.jpg, LZ_natural\LZ_natural_95.jpg,     k
LZ_scrambled\scrambled_142.jpg, LZ_scrambled\scrambled_44.jpg, LZ_scrambled\scrambled_230.jpg, LZ_scrambled\scrambled_121.jpg,     2, LZ_scrambled\scrambled_116.jpg, LZ_scrambled\scrambled_60.jpg, LZ_scrambled\scrambled_3.jpg, LZ_scrambled\scrambled_121.jpg,     m
LZ_natural\LZ_natural_217.jpg, LZ_natural\LZ_natural_87.jpg, LZ_natural\LZ_natural_224.jpg, LZ_natural\LZ_natural_31.jpg,     3, LZ_natural\LZ_natural_217.jpg, LZ_natural\LZ_natural_7.jpg, LZ_natural\LZ_natural_119.jpg, LZ_natural\LZ_natural_221.jpg,     a
LZ_scrambled\scrambled_175.jpg, LZ_scrambled\scrambled_91.jpg, LZ_scrambled\scrambled_81.jpg, LZ_scrambled\scrambled_4.jpg,     2, LZ_scrambled\scrambled_140.jpg, LZ_scrambled\scrambled_91.jpg, LZ_scrambled\scrambled_92.jpg, LZ_scrambled\scrambled_80.jpg,     z
LZ_scrambled\scrambled_141.jpg, LZ_scrambled\scrambled_195.jpg, LZ_scrambled\scrambled_33.jpg, LZ_scrambled\scrambled_114.jpg,     2, LZ_scrambled\scrambled_141.jpg, LZ_scrambled\scrambled_81.jpg, LZ_scrambled\scrambled_206.jpg, LZ_scrambled\scrambled_107.jpg,     a
LZ_scrambled\scrambled_196.jpg, LZ_scrambled\scrambled_194.jpg, LZ_scrambled\scrambled_12.jpg, LZ_scrambled\scrambled_131.jpg,     2, LZ_scrambled\scrambled_139.jpg, LZ_scrambled\scrambled_194.jpg, LZ_scrambled\scrambled_236.jpg, LZ_scrambled\scrambled_22.jpg,     z
LZ_noise\scrambled_162.jpg, LZ_noise\scrambled_95.jpg, LZ_noise\scrambled_132.jpg, LZ_noise\scrambled_170.jpg,     3, LZ_noise\scrambled_162.jpg, LZ_noise\scrambled_105.jpg, LZ_noise\scrambled_96.jpg, LZ_noise\scrambled_202.jpg,     a
LZ_natural\LZ_natural_146.jpg, LZ_natural\LZ_natural_130.jpg, LZ_natural\LZ_natural_114.jpg, LZ_natural\LZ_natural_73.jpg,     1, LZ_natural\LZ_natural_146.jpg, LZ_natural\LZ_natural_158.jpg, LZ_natural\LZ_natural_7.jpg, LZ_natural\LZ_natural_13.jpg,     a
LZ_scrambled\scrambled_23.jpg, LZ_scrambled\scrambled_128.jpg, LZ_scrambled\scrambled_192.jpg, LZ_scrambled\scrambled_149.jpg,     2, LZ_scrambled\scrambled_20.jpg, LZ_scrambled\scrambled_203.jpg, LZ_scrambled\scrambled_192.jpg, LZ_scrambled\scrambled_52.jpg,     k
LZ_noise\scrambled_109.jpg, LZ_noise\scrambled_202.jpg, LZ_noise\scrambled_8.jpg, LZ_noise\scrambled_74.jpg,     4, LZ_noise\scrambled_45.jpg, LZ_noise\scrambled_2.jpg, LZ_noise\scrambled_8.jpg, LZ_noise\scrambled_97.jpg,     k
LZ_natural\LZ_natural_236.jpg, LZ_natural\LZ_natural_124.jpg, LZ_natural\LZ_natural_19.jpg, LZ_natural\LZ_natural_164.jpg,     3, LZ_natural\LZ_natural_150.jpg, LZ_natural\LZ_natural_143.jpg, LZ_natural\LZ_natural_140.jpg, LZ_natural\LZ_natural_164.jpg,     m
LZ_noise\scrambled_141.jpg, LZ_noise\scrambled_47.jpg, LZ_noise\scrambled_208.jpg, LZ_noise\scrambled_199.jpg,     3, LZ_noise\scrambled_141.jpg, LZ_noise\scrambled_143.jpg, LZ_noise\scrambled_146.jpg, LZ_noise\scrambled_14.jpg,     a
LZ_scrambled\scrambled_73.jpg, LZ_scrambled\scrambled_169.jpg, LZ_scrambled\scrambled_122.jpg, LZ_scrambled\scrambled_221.jpg,     2, LZ_scrambled\scrambled_110.jpg, LZ_scrambled\scrambled_113.jpg, LZ_scrambled\scrambled_203.jpg, LZ_scrambled\scrambled_221.jpg,     m
LZ_scrambled\scrambled_232.jpg, LZ_scrambled\scrambled_224.jpg, LZ_scrambled\scrambled_178.jpg, LZ_scrambled\scrambled_55.jpg,     4, LZ_scrambled\scrambled_9.jpg, LZ_scrambled\scrambled_87.jpg, LZ_scrambled\scrambled_12.jpg, LZ_scrambled\scrambled_55.jpg,     m
LZ_noise\scrambled_37.jpg, LZ_noise\scrambled_20.jpg, LZ_noise\scrambled_223.jpg, LZ_noise\scrambled_64.jpg,     1, LZ_noise\scrambled_90.jpg, LZ_noise\scrambled_20.jpg, LZ_noise\scrambled_81.jpg, LZ_noise\scrambled_228.jpg,     z
LZ_scrambled\scrambled_15.jpg, LZ_scrambled\scrambled_217.jpg, LZ_scrambled\scrambled_22.jpg, LZ_scrambled\scrambled_36.jpg,     1, LZ_scrambled\scrambled_183.jpg, LZ_scrambled\scrambled_153.jpg, LZ_scrambled\scrambled_22.jpg, LZ_scrambled\scrambled_189.jpg,     k
LZ_noise\scrambled_219.jpg, LZ_noise\scrambled_198.jpg, LZ_noise\scrambled_80.jpg, LZ_noise\scrambled_128.jpg,     1, LZ_noise\scrambled_165.jpg, LZ_noise\scrambled_76.jpg, LZ_noise\scrambled_150.jpg, LZ_noise\scrambled_128.jpg,     m
LZ_natural\LZ_natural_156.jpg, LZ_natural\LZ_natural_225.jpg, LZ_natural\LZ_natural_131.jpg, LZ_natural\LZ_natural_61.jpg,     4, LZ_natural\LZ_natural_156.jpg, LZ_natural\LZ_natural_219.jpg, LZ_natural\LZ_natural_201.jpg, LZ_natural\LZ_natural_26.jpg,     a
LZ_scrambled\scrambled_211.jpg, LZ_scrambled\scrambled_188.jpg, LZ_scrambled\scrambled_155.jpg, LZ_scrambled\scrambled_214.jpg,     2, LZ_scrambled\scrambled_211.jpg, LZ_scrambled\scrambled_216.jpg, LZ_scrambled\scrambled_93.jpg, LZ_scrambled\scrambled_124.jpg,     a
LZ_noise\scrambled_49.jpg, LZ_noise\scrambled_105.jpg, LZ_noise\scrambled_25.jpg, LZ_noise\scrambled_14.jpg,     1, LZ_noise\scrambled_49.jpg, LZ_noise\scrambled_49.jpg, LZ_noise\scrambled_87.jpg, LZ_noise\scrambled_130.jpg,     a
LZ_natural\LZ_natural_170.jpg, LZ_natural\LZ_natural_142.jpg, LZ_natural\LZ_natural_121.jpg, LZ_natural\LZ_natural_194.jpg,     1, LZ_natural\LZ_natural_134.jpg, LZ_natural\LZ_natural_236.jpg, LZ_natural\LZ_natural_102.jpg, LZ_natural\LZ_natural_194.jpg,     m
LZ_scrambled\scrambled_235.jpg, LZ_scrambled\scrambled_113.jpg, LZ_scrambled\scrambled_140.jpg, LZ_scrambled\scrambled_148.jpg,     2, LZ_scrambled\scrambled_53.jpg, LZ_scrambled\scrambled_225.jpg, LZ_scrambled\scrambled_186.jpg, LZ_scrambled\scrambled_148.jpg,     m
LZ_natural\LZ_natural_183.jpg, LZ_natural\LZ_natural_161.jpg, LZ_natural\LZ_natural_83.jpg, LZ_natural\LZ_natural_91.jpg,     4, LZ_natural\LZ_natural_174.jpg, LZ_natural\LZ_natural_122.jpg, LZ_natural\LZ_natural_58.jpg, LZ_natural\LZ_natural_91.jpg,     m
LZ_natural\LZ_natural_167.jpg, LZ_natural\LZ_natural_9.jpg, LZ_natural\LZ_natural_159.jpg, LZ_natural\LZ_natural_49.jpg,     3, LZ_natural\LZ_natural_30.jpg, LZ_natural\LZ_natural_94.jpg, LZ_natural\LZ_natural_159.jpg, LZ_natural\LZ_natural_159.jpg,     k
LZ_scrambled\scrambled_123.jpg, LZ_scrambled\scrambled_21.jpg, LZ_scrambled\scrambled_54.jpg, LZ_scrambled\scrambled_107.jpg,     2, LZ_scrambled\scrambled_119.jpg, LZ_scrambled\scrambled_58.jpg, LZ_scrambled\scrambled_74.jpg, LZ_scrambled\scrambled_107.jpg,     m
LZ_natural\LZ_natural_155.jpg, LZ_natural\LZ_natural_171.jpg, LZ_natural\LZ_natural_174.jpg, LZ_natural\LZ_natural_101.jpg,     1, LZ_natural\LZ_natural_189.jpg, LZ_natural\LZ_natural_171.jpg, LZ_natural\LZ_natural_100.jpg, LZ_natural\LZ_natural_155.jpg,     z
LZ_natural\LZ_natural_216.jpg, LZ_natural\LZ_natural_208.jpg, LZ_natural\LZ_natural_47.jpg, LZ_natural\LZ_natural_63.jpg,     3, LZ_natural\LZ_natural_69.jpg, LZ_natural\LZ_natural_140.jpg, LZ_natural\LZ_natural_47.jpg, LZ_natural\LZ_natural_107.jpg,     k
LZ_natural\LZ_natural_179.jpg, LZ_natural\LZ_natural_6.jpg, LZ_natural\LZ_natural_104.jpg, LZ_natural\LZ_natural_215.jpg,     2, LZ_natural\LZ_natural_21.jpg, LZ_natural\LZ_natural_230.jpg, LZ_natural\LZ_natural_104.jpg, LZ_natural\LZ_natural_91.jpg,     k
LZ_scrambled\scrambled_151.jpg, LZ_scrambled\scrambled_86.jpg, LZ_scrambled\scrambled_136.jpg, LZ_scrambled\scrambled_35.jpg,     3, LZ_scrambled\scrambled_148.jpg, LZ_scrambled\scrambled_189.jpg, LZ_scrambled\scrambled_14.jpg, LZ_scrambled\scrambled_35.jpg,     m
LZ_scrambled\scrambled_87.jpg, LZ_scrambled\scrambled_8.jpg, LZ_scrambled\scrambled_212.jpg, LZ_scrambled\scrambled_63.jpg,     3, LZ_scrambled\scrambled_100.jpg, LZ_scrambled\scrambled_8.jpg, LZ_scrambled\scrambled_34.jpg, LZ_scrambled\scrambled_174.jpg,     z
LZ_scrambled\scrambled_14.jpg, LZ_scrambled\scrambled_111.jpg, LZ_scrambled\scrambled_56.jpg, LZ_scrambled\scrambled_32.jpg,     4, LZ_scrambled\scrambled_14.jpg, LZ_scrambled\scrambled_131.jpg, LZ_scrambled\scrambled_58.jpg, LZ_scrambled\scrambled_24.jpg,     a
LZ_natural\LZ_natural_154.jpg, LZ_natural\LZ_natural_32.jpg, LZ_natural\LZ_natural_122.jpg, LZ_natural\LZ_natural_197.jpg,     2, LZ_natural\LZ_natural_165.jpg, LZ_natural\LZ_natural_149.jpg, LZ_natural\LZ_natural_122.jpg, LZ_natural\LZ_natural_181.jpg,     k
LZ_noise\scrambled_1.jpg, LZ_noise\scrambled_21.jpg, LZ_noise\scrambled_169.jpg, LZ_noise\scrambled_62.jpg,     4, LZ_noise\scrambled_55.jpg, LZ_noise\scrambled_21.jpg, LZ_noise\scrambled_135.jpg, LZ_noise\scrambled_186.jpg,     z
LZ_scrambled\scrambled_206.jpg, LZ_scrambled\scrambled_208.jpg, LZ_scrambled\scrambled_42.jpg, LZ_scrambled\scrambled_65.jpg,     1, LZ_scrambled\scrambled_73.jpg, LZ_scrambled\scrambled_160.jpg, LZ_scrambled\scrambled_124.jpg, LZ_scrambled\scrambled_65.jpg,     m
LZ_noise\scrambled_84.jpg, LZ_noise\scrambled_187.jpg, LZ_noise\scrambled_178.jpg, LZ_noise\scrambled_125.jpg,     1, LZ_noise\scrambled_84.jpg, LZ_noise\scrambled_37.jpg, LZ_noise\scrambled_96.jpg, LZ_noise\scrambled_33.jpg,     a
LZ_natural\LZ_natural_198.jpg, LZ_natural\LZ_natural_127.jpg, LZ_natural\LZ_natural_75.jpg, LZ_natural\LZ_natural_173.jpg,     3, LZ_natural\LZ_natural_88.jpg, LZ_natural\LZ_natural_127.jpg, LZ_natural\LZ_natural_119.jpg, LZ_natural\LZ_natural_142.jpg,     z
LZ_scrambled\scrambled_226.jpg, LZ_scrambled\scrambled_68.jpg, LZ_scrambled\scrambled_125.jpg, LZ_scrambled\scrambled_53.jpg,     4, LZ_scrambled\scrambled_201.jpg, LZ_scrambled\scrambled_68.jpg, LZ_scrambled\scrambled_51.jpg, LZ_scrambled\scrambled_93.jpg,     z
LZ_noise\scrambled_234.jpg, LZ_noise\scrambled_171.jpg, LZ_noise\scrambled_157.jpg, LZ_noise\scrambled_200.jpg,     3, LZ_noise\scrambled_206.jpg, LZ_noise\scrambled_145.jpg, LZ_noise\scrambled_210.jpg, LZ_noise\scrambled_200.jpg,     m
LZ_scrambled\scrambled_181.jpg, LZ_scrambled\scrambled_50.jpg, LZ_scrambled\scrambled_118.jpg, LZ_scrambled\scrambled_137.jpg,     4, LZ_scrambled\scrambled_8.jpg, LZ_scrambled\scrambled_166.jpg, LZ_scrambled\scrambled_71.jpg, LZ_scrambled\scrambled_137.jpg,     m
LZ_natural\LZ_natural_219.jpg, LZ_natural\LZ_natural_53.jpg, LZ_natural\LZ_natural_105.jpg, LZ_natural\LZ_natural_102.jpg,     4, LZ_natural\LZ_natural_222.jpg, LZ_natural\LZ_natural_90.jpg, LZ_natural\LZ_natural_228.jpg, LZ_natural\LZ_natural_102.jpg,     m
LZ_natural\LZ_natural_226.jpg, LZ_natural\LZ_natural_132.jpg, LZ_natural\LZ_natural_143.jpg, LZ_natural\LZ_natural_160.jpg,     4, LZ_natural\LZ_natural_78.jpg, LZ_natural\LZ_natural_137.jpg, LZ_natural\LZ_natural_143.jpg, LZ_natural\LZ_natural_148.jpg,     k
LZ_noise\scrambled_148.jpg, LZ_noise\scrambled_147.jpg, LZ_noise\scrambled_123.jpg, LZ_noise\scrambled_107.jpg,     3, LZ_noise\scrambled_7.jpg, LZ_noise\scrambled_237.jpg, LZ_noise\scrambled_123.jpg, LZ_noise\scrambled_62.jpg,     k
LZ_scrambled\scrambled_60.jpg, LZ_scrambled\scrambled_210.jpg, LZ_scrambled\scrambled_160.jpg, LZ_scrambled\scrambled_67.jpg,     4, LZ_scrambled\scrambled_176.jpg, LZ_scrambled\scrambled_210.jpg, LZ_scrambled\scrambled_193.jpg, LZ_scrambled\scrambled_228.jpg,     z
LZ_natural\LZ_natural_157.jpg, LZ_natural\LZ_natural_140.jpg, LZ_natural\LZ_natural_76.jpg, LZ_natural\LZ_natural_70.jpg,     4, LZ_natural\LZ_natural_157.jpg, LZ_natural\LZ_natural_201.jpg, LZ_natural\LZ_natural_59.jpg, LZ_natural\LZ_natural_197.jpg,     a
LZ_scrambled\scrambled_72.jpg, LZ_scrambled\scrambled_94.jpg, LZ_scrambled\scrambled_145.jpg, LZ_scrambled\scrambled_233.jpg,     1, LZ_scrambled\scrambled_121.jpg, LZ_scrambled\scrambled_67.jpg, LZ_scrambled\scrambled_199.jpg, LZ_scrambled\scrambled_233.jpg,     m
LZ_scrambled\scrambled_225.jpg, LZ_scrambled\scrambled_112.jpg, LZ_scrambled\scrambled_34.jpg, LZ_scrambled\scrambled_95.jpg,     2, LZ_scrambled\scrambled_91.jpg, LZ_scrambled\scrambled_112.jpg, LZ_scrambled\scrambled_32.jpg, LZ_scrambled\scrambled_85.jpg,     z
LZ_natural\LZ_natural_151.jpg, LZ_natural\LZ_natural_58.jpg, LZ_natural\LZ_natural_181.jpg, LZ_natural\LZ_natural_109.jpg,     4, LZ_natural\LZ_natural_151.jpg, LZ_natural\LZ_natural_71.jpg, LZ_natural\LZ_natural_209.jpg, LZ_natural\LZ_natural_6.jpg,     a
LZ_scrambled\scrambled_209.jpg, LZ_scrambled\scrambled_152.jpg, LZ_scrambled\scrambled_139.jpg, LZ_scrambled\scrambled_174.jpg,     4, LZ_scrambled\scrambled_24.jpg, LZ_scrambled\scrambled_152.jpg, LZ_scrambled\scrambled_63.jpg, LZ_scrambled\scrambled_52.jpg,     z
LZ_noise\scrambled_191.jpg, LZ_noise\scrambled_179.jpg, LZ_noise\scrambled_181.jpg, LZ_noise\scrambled_218.jpg,     1, LZ_noise\scrambled_191.jpg, LZ_noise\scrambled_202.jpg, LZ_noise\scrambled_55.jpg, LZ_noise\scrambled_229.jpg,     a
LZ_noise\scrambled_104.jpg, LZ_noise\scrambled_111.jpg, LZ_noise\scrambled_153.jpg, LZ_noise\scrambled_183.jpg,     3, LZ_noise\scrambled_27.jpg, LZ_noise\scrambled_224.jpg, LZ_noise\scrambled_235.jpg, LZ_noise\scrambled_183.jpg,     m
LZ_scrambled\scrambled_147.jpg, LZ_scrambled\scrambled_116.jpg, LZ_scrambled\scrambled_173.jpg, LZ_scrambled\scrambled_177.jpg,     2, LZ_scrambled\scrambled_147.jpg, LZ_scrambled\scrambled_183.jpg, LZ_scrambled\scrambled_208.jpg, LZ_scrambled\scrambled_117.jpg,     a
LZ_noise\scrambled_3.jpg, LZ_noise\scrambled_117.jpg, LZ_noise\scrambled_142.jpg, LZ_noise\scrambled_116.jpg,     3, LZ_noise\scrambled_161.jpg, LZ_noise\scrambled_9.jpg, LZ_noise\scrambled_142.jpg, LZ_noise\scrambled_52.jpg,     k
LZ_scrambled\scrambled_31.jpg, LZ_scrambled\scrambled_205.jpg, LZ_scrambled\scrambled_117.jpg, LZ_scrambled\scrambled_193.jpg,     3, LZ_scrambled\scrambled_185.jpg, LZ_scrambled\scrambled_182.jpg, LZ_scrambled\scrambled_117.jpg, LZ_scrambled\scrambled_48.jpg,     k
LZ_scrambled\scrambled_88.jpg, LZ_scrambled\scrambled_218.jpg, LZ_scrambled\scrambled_172.jpg, LZ_scrambled\scrambled_240.jpg,     3, LZ_scrambled\scrambled_208.jpg, LZ_scrambled\scrambled_218.jpg, LZ_scrambled\scrambled_127.jpg, LZ_scrambled\scrambled_96.jpg,     z
LZ_scrambled\scrambled_167.jpg, LZ_scrambled\scrambled_40.jpg, LZ_scrambled\scrambled_30.jpg, LZ_scrambled\scrambled_154.jpg,     2, LZ_scrambled\scrambled_167.jpg, LZ_scrambled\scrambled_204.jpg, LZ_scrambled\scrambled_195.jpg, LZ_scrambled\scrambled_131.jpg,     a
LZ_scrambled\scrambled_159.jpg, LZ_scrambled\scrambled_25.jpg, LZ_scrambled\scrambled_52.jpg, LZ_scrambled\scrambled_100.jpg,     3, LZ_scrambled\scrambled_43.jpg, LZ_scrambled\scrambled_224.jpg, LZ_scrambled\scrambled_223.jpg, LZ_scrambled\scrambled_100.jpg,     m
LZ_natural\LZ_natural_84.jpg, LZ_natural\LZ_natural_36.jpg, LZ_natural\LZ_natural_89.jpg, LZ_natural\LZ_natural_176.jpg,     4, LZ_natural\LZ_natural_170.jpg, LZ_natural\LZ_natural_229.jpg, LZ_natural\LZ_natural_71.jpg, LZ_natural\LZ_natural_176.jpg,     m
LZ_natural\LZ_natural_25.jpg, LZ_natural\LZ_natural_96.jpg, LZ_natural\LZ_natural_108.jpg, LZ_natural\LZ_natural_38.jpg,     4, LZ_natural\LZ_natural_231.jpg, LZ_natural\LZ_natural_127.jpg, LZ_natural\LZ_natural_108.jpg, LZ_natural\LZ_natural_168.jpg,     k
LZ_natural\LZ_natural_8.jpg, LZ_natural\LZ_natural_13.jpg, LZ_natural\LZ_natural_145.jpg, LZ_natural\LZ_natural_166.jpg,     3, LZ_natural\LZ_natural_60.jpg, LZ_natural\LZ_natural_183.jpg, LZ_natural\LZ_natural_145.jpg, LZ_natural\LZ_natural_225.jpg,     k
LZ_noise\scrambled_164.jpg, LZ_noise\scrambled_75.jpg, LZ_noise\scrambled_149.jpg, LZ_noise\scrambled_29.jpg,     4, LZ_noise\scrambled_164.jpg, LZ_noise\scrambled_156.jpg, LZ_noise\scrambled_64.jpg, LZ_noise\scrambled_31.jpg,     a
LZ_natural\LZ_natural_42.jpg, LZ_natural\LZ_natural_212.jpg, LZ_natural\LZ_natural_227.jpg, LZ_natural\LZ_natural_126.jpg,     2, LZ_natural\LZ_natural_14.jpg, LZ_natural\LZ_natural_212.jpg, LZ_natural\LZ_natural_16.jpg, LZ_natural\LZ_natural_104.jpg,     z
LZ_noise\scrambled_160.jpg, LZ_noise\scrambled_63.jpg, LZ_noise\scrambled_150.jpg, LZ_noise\scrambled_194.jpg,     4, LZ_noise\scrambled_77.jpg, LZ_noise\scrambled_63.jpg, LZ_noise\scrambled_162.jpg, LZ_noise\scrambled_82.jpg,     z
LZ_noise\scrambled_61.jpg, LZ_noise\scrambled_54.jpg, LZ_noise\scrambled_206.jpg, LZ_noise\scrambled_161.jpg,     3, LZ_noise\scrambled_61.jpg, LZ_noise\scrambled_106.jpg, LZ_noise\scrambled_166.jpg, LZ_noise\scrambled_168.jpg,     a
LZ_natural\LZ_natural_54.jpg, LZ_natural\LZ_natural_139.jpg, LZ_natural\LZ_natural_72.jpg, LZ_natural\LZ_natural_128.jpg,     2, LZ_natural\LZ_natural_54.jpg, LZ_natural\LZ_natural_105.jpg, LZ_natural\LZ_natural_217.jpg, LZ_natural\LZ_natural_103.jpg,     a
LZ_natural\LZ_natural_138.jpg, LZ_natural\LZ_natural_7.jpg, LZ_natural\LZ_natural_118.jpg, LZ_natural\LZ_natural_148.jpg,     1, LZ_natural\LZ_natural_138.jpg, LZ_natural\LZ_natural_74.jpg, LZ_natural\LZ_natural_24.jpg, LZ_natural\LZ_natural_32.jpg,     a
LZ_noise\scrambled_213.jpg, LZ_noise\scrambled_10.jpg, LZ_noise\scrambled_214.jpg, LZ_noise\scrambled_205.jpg,     3, LZ_noise\scrambled_14.jpg, LZ_noise\scrambled_209.jpg, LZ_noise\scrambled_226.jpg, LZ_noise\scrambled_205.jpg,     m
LZ_noise\scrambled_31.jpg, LZ_noise\scrambled_58.jpg, LZ_noise\scrambled_26.jpg, LZ_noise\scrambled_122.jpg,     3, LZ_noise\scrambled_40.jpg, LZ_noise\scrambled_157.jpg, LZ_noise\scrambled_26.jpg, LZ_noise\scrambled_97.jpg,     k
LZ_noise\scrambled_100.jpg, LZ_noise\scrambled_88.jpg, LZ_noise\scrambled_216.jpg, LZ_noise\scrambled_50.jpg,     1, LZ_noise\scrambled_100.jpg, LZ_noise\scrambled_114.jpg, LZ_noise\scrambled_78.jpg, LZ_noise\scrambled_223.jpg,     a
LZ_natural\LZ_natural_3.jpg, LZ_natural\LZ_natural_144.jpg, LZ_natural\LZ_natural_22.jpg, LZ_natural\LZ_natural_192.jpg,     1, LZ_natural\LZ_natural_155.jpg, LZ_natural\LZ_natural_63.jpg, LZ_natural\LZ_natural_126.jpg, LZ_natural\LZ_natural_192.jpg,     m
LZ_natural\LZ_natural_190.jpg, LZ_natural\LZ_natural_234.jpg, LZ_natural\LZ_natural_172.jpg, LZ_natural\LZ_natural_178.jpg,     3, LZ_natural\LZ_natural_190.jpg, LZ_natural\LZ_natural_231.jpg, LZ_natural\LZ_natural_158.jpg, LZ_natural\LZ_natural_4.jpg,     a
LZ_natural\LZ_natural_177.jpg, LZ_natural\LZ_natural_29.jpg, LZ_natural\LZ_natural_136.jpg, LZ_natural\LZ_natural_169.jpg,     4, LZ_natural\LZ_natural_93.jpg, LZ_natural\LZ_natural_137.jpg, LZ_natural\LZ_natural_154.jpg, LZ_natural\LZ_natural_169.jpg,     m
LZ_noise\scrambled_94.jpg, LZ_noise\scrambled_229.jpg, LZ_noise\scrambled_13.jpg, LZ_noise\scrambled_239.jpg,     3, LZ_noise\scrambled_80.jpg, LZ_noise\scrambled_135.jpg, LZ_noise\scrambled_13.jpg, LZ_noise\scrambled_169.jpg,     k
LZ_natural\LZ_natural_209.jpg, LZ_natural\LZ_natural_39.jpg, LZ_natural\LZ_natural_193.jpg, LZ_natural\LZ_natural_182.jpg,     4, LZ_natural\LZ_natural_209.jpg, LZ_natural\LZ_natural_113.jpg, LZ_natural\LZ_natural_8.jpg, LZ_natural\LZ_natural_154.jpg,     a
LZ_noise\scrambled_38.jpg, LZ_noise\scrambled_43.jpg, LZ_noise\scrambled_2.jpg, LZ_noise\scrambled_110.jpg,     1, LZ_noise\scrambled_38.jpg, LZ_noise\scrambled_217.jpg, LZ_noise\scrambled_227.jpg, LZ_noise\scrambled_151.jpg,     a
LZ_noise\scrambled_127.jpg, LZ_noise\scrambled_201.jpg, LZ_noise\scrambled_15.jpg, LZ_noise\scrambled_5.jpg,     3, LZ_noise\scrambled_209.jpg, LZ_noise\scrambled_180.jpg, LZ_noise\scrambled_15.jpg, LZ_noise\scrambled_233.jpg,     k
LZ_natural\LZ_natural_175.jpg, LZ_natural\LZ_natural_111.jpg, LZ_natural\LZ_natural_55.jpg, LZ_natural\LZ_natural_37.jpg,     4, LZ_natural\LZ_natural_219.jpg, LZ_natural\LZ_natural_128.jpg, LZ_natural\LZ_natural_236.jpg, LZ_natural\LZ_natural_37.jpg,     m
LZ_noise\scrambled_72.jpg, LZ_noise\scrambled_197.jpg, LZ_noise\scrambled_207.jpg, LZ_noise\scrambled_79.jpg,     1, LZ_noise\scrambled_84.jpg, LZ_noise\scrambled_9.jpg, LZ_noise\scrambled_153.jpg, LZ_noise\scrambled_79.jpg,     m
